n_qubits,depth,circuit_seed,mode,num_threads,trials,mean_ms,std_ms,min_ms,final_rank,trace,purity,frobenius_vs_sequential,fidelity_vs_sequential,status
4,10,42,layer-parallel,8,3,75.17726666666628,5.046011956844862,68.04650000003676,14,0.9999999999999999,0.9347920080271536,0.0,0.999999999999442,ok
4,10,43,sequential,1,3,58.79320000004403,16.075862612183535,36.09390000008261,12,1.0000000000000004,0.9443430759822132,0.0,0.9999999999998739,ok
4,10,43,row,1,3,71.84083333334002,3.8099926441666385,66.85520000007728,12,1.0000000000000004,0.9443430759822132,0.0,0.9999999999998739,ok
4,10,43,row,4,3,57.89599999999003,14.463049823848513,37.52859999997327,12,1.0000000000000004,0.9443430759822132,0.0,0.9999999999998739,ok
4,10,43,row,8,3,58.69359999996959,11.156037412421716,45.30819999990854,12,1.0000000000000004,0.9443430759822132,0.0,0.9999999999998739,ok
4,10,43,column,1,3,42.5814333333013,3.555753266913964,38.51570000006177,12,1.0000000000000004,0.9443430759822132,0.0,0.9999999999998739,ok
4,10,43,column,4,3,62.48753333333449,20.079680051338332,34.17719999993096,12,1.0000000000000004,0.9443430759822132,0.0,0.9999999999998739,ok
4,10,43,column,8,3,77.24803333333814,5.35534748102769,69.73059999995712,12,1.0000000000000004,0.9443430759822132,0.0,0.9999999999998739,ok
4,10,43,batch,1,3,63.870766666696,18.72518017254933,37.8741000000673,12,1.0000000000000004,0.9443430759822132,0.0,0.9999999999998739,ok
4,10,43,batch,4,3,44.011466666650755,6.565191154574414,38.88789999996334,12,1.0000000000000004,0.9443430759822132,0.0,0.9999999999998739,ok
4,10,43,batch,8,3,73.09443333334305,4.804076280518702,67.34019999998964,12,1.0000000000000004,0.9443430759822132,0.0,0.9999999999998739,ok
4,10,43,hybrid,1,3,60.77233333333728,12.754551474248453,43.496399999980895,12,1.0000000000000004,0.9443430759822132,0.0,0.9999999999998739,ok
4,10,43,hybrid,4,3,62.968266666681906,17.57735152618715,38.118400000030306,12,1.0000000000000004,0.9443430759822132,0.0,0.9999999999998739,ok
4,10,43,hybrid,8,3,64.31783333338596,6.921356449581086,56.080700000052275,12,1.0000000000000004,0.9443430759822132,0.0,0.9999999999998739,ok
4,10,43,layer-parallel,1,3,66.74520000005184,3.6613640845838065,61.65040000007593,12,1.0000000000000004,0.9443430759822132,0.0,0.9999999999998739,ok
4,10,43,layer-parallel,4,3,62.87839999996928,14.924996722521954,44.307899999921574,12,1.0000000000000004,0.9443430759822132,0.0,0.9999999999998739,ok
4,10,43,layer-parallel,8,3,62.93676666670459,13.12074240185467,44.38900000002377,12,1.0000000000000004,0.9443430759822132,0.0,0.9999999999998739,ok
4,10,44,sequential,1,3,37.659233333367105,1.0068785472284711,36.31110000003446,13,0.9999999999999998,0.9333120760300151,0.0,1.0,ok
4,10,44,row,1,3,53.8977999999967,18.18661042103365,37.252400000056696,13,0.9999999999999998,0.9333120760300151,0.0,1.0,ok
4,10,44,row,4,3,83.38916666662044,8.471440687145446,76.68849999993199,13,0.9999999999999998,0.9333120760300151,0.0,1.0,ok
4,10,44,row,8,3,69.06953333335271,17.793986570474065,43.9073999999664,13,0.9999999999999998,0.9333120760300151,0.0,1.0,ok
4,10,44,column,1,3,48.75443333329107,17.737584391369463,35.80439999996088,13,0.9999999999999998,0.9333120760300151,0.0,1.0,ok
4,10,44,column,4,3,59.97586666664271,15.208166193507887,40.74879999996028,13,0.9999999999999998,0.9333120760300151,0.0,1.0,ok
4,10,44,column,8,3,68.14453333330069,20.63729431332482,38.96159999999327,13,0.9999999999999998,0.9333120760300151,0.0,1.0,ok
4,10,44,batch,1,3,65.6020000000126,18.42036381415688,39.89190000004328,13,0.9999999999999998,0.9333120760300151,0.0,1.0,ok
4,10,44,batch,4,3,50.85353333333842,18.462519553653394,36.27850000009403,13,0.9999999999999998,0.9333120760300151,0.0,1.0,ok
4,10,44,batch,8,3,58.46396666667412,14.949359140448497,40.15819999995074,13,0.9999999999999998,0.9333120760300151,0.0,1.0,ok
4,10,44,hybrid,1,3,72.1077333333066,4.3027395880218835,66.25829999995858,13,0.9999999999999998,0.9333120760300151,0.0,1.0,ok
4,10,44,hybrid,4,3,79.56269999999677,7.404588726375961,73.04579999993166,13,0.9999999999999998,0.9333120760300151,0.0,1.0,ok
4,10,44,hybrid,8,3,69.46863333337205,12.457412696160176,51.86730000002626,13,0.9999999999999998,0.9333120760300151,0.0,1.0,ok
4,10,44,layer-parallel,1,3,82.37939999999828,8.59242504884546,70.70099999998547,13,0.9999999999999998,0.9333120760300151,0.0,1.0,ok
4,10,44,layer-parallel,4,3,41.5926999999859,2.8691367075707968,38.031100000011975,13,0.9999999999999998,0.9333120760300151,0.0,1.0,ok
